iter	MultiClass
381	1.01582497
382	1.012481175
383	1.008961172
384	1.005623836
385	1.00226511
386	0.9987497596
387	0.9952840919
388	0.9919021157
389	0.9885910372
390	0.9852507916
391	0.982024927
392	0.9787556771
393	0.9754617572
394	0.9722793944
395	0.9688823155
396	0.9655261262
397	0.9623040485
398	0.9592234078
399	0.9560334502
400	0.9529967186
401	0.9497655516
402	0.9466012273
403	0.9435250325
404	0.940383884
405	0.9371858696
406	0.9341095711
407	0.9309878633
408	0.9279232941
409	0.9249427447
410	0.9221015553
411	0.9189497713
412	0.9158801583
413	0.9128459859
414	0.9097947413
415	0.906951386
416	0.9039591441
417	0.9008930958
418	0.8979270264
419	0.8950680666
420	0.8922721096
421	0.8893990213
422	0.8864838965
423	0.8835673885
424	0.8806860037
425	0.8778848201
426	0.8751192157
427	0.8723988425
428	0.8695954179
429	0.8667724642
430	0.8640143544
431	0.8612141232
432	0.8583524056
433	0.8555355207
434	0.8527715849
435	0.850054516
436	0.8474116308
437	0.8445821896
438	0.8418795071
439	0.8390530441
440	0.8364421018
441	0.8337670888
442	0.8309979395
443	0.8284714189
444	0.8258744798
445	0.8231023296
446	0.8203735875
447	0.8176811598
448	0.8150979293
449	0.8124686092
450	0.8098438548
451	0.8072465075
452	0.8048260933
453	0.8022745272
454	0.7999088835
455	0.7973005408
456	0.7946857879
457	0.7921306273
458	0.7896393989
459	0.7871325565
460	0.7846243034
461	0.7822045206
462	0.7797812357
463	0.7772309474
464	0.7748142429
465	0.7724394969
466	0.7699890985
467	0.7676366278
468	0.7653489866
469	0.7629557939
470	0.7605815129
471	0.7582471366
472	0.7558550022
473	0.753614715
474	0.75144037
475	0.7490830912
476	0.7467444068
477	0.7444239755
478	0.7422913952
479	0.7399870679
480	0.7377208604
481	0.7354033002
482	0.733142086
483	0.7309871449
484	0.7288049583
485	0.7264974775
486	0.7244380191
487	0.7222411387
488	0.7200652929
489	0.7178312769
490	0.7155586876
491	0.7132858797
492	0.7110432734
493	0.7088699028
494	0.7067032736
495	0.7045381845
496	0.7023269273
497	0.7003101253
498	0.6982225588
499	0.6960689469
500	0.6938814373
501	0.6917731675
502	0.689694844
503	0.6876820962
504	0.6856470315
505	0.6835477502
506	0.6814978747
507	0.679579012
508	0.6775958853
509	0.675641494
510	0.6735793577
511	0.6715089276
512	0.6694247613
513	0.6673968245
514	0.665427676
515	0.6634119228
516	0.6614934286
517	0.6595169458
518	0.6576182815
519	0.6556086532
520	0.6538470035
521	0.6519443575
522	0.6500345269
523	0.6481860931
524	0.6462973276
525	0.6443830506
526	0.6424664638
527	0.6405729107
528	0.6387150807
529	0.6369291277
530	0.6351234445
531	0.6332948622
532	0.6313613516
533	0.6295090273
534	0.6276815095
535	0.625815266
536	0.6239966291
537	0.622153053
538	0.6204407847
539	0.6187256313
540	0.6170232339
541	0.6152281036
542	0.6134388131
543	0.6116818268
544	0.6099383153
545	0.6082324336
546	0.6065320749
547	0.6047296424
548	0.6029830579
549	0.6012742443
550	0.5995951041
551	0.5978448157
552	0.5961179651
553	0.5943855712
554	0.5926609112
555	0.5911029065
556	0.5894926902
557	0.587817244
558	0.5861249743
559	0.5845402632
560	0.5828521788
561	0.5811521399
562	0.5795255192
563	0.5779550166
564	0.5764330296
565	0.5748716529
566	0.5732420682
567	0.5716699086
568	0.5701172417
569	0.5685024124
570	0.5669484491
571	0.5654180725
572	0.5639403516
573	0.5623429372
574	0.560782
575	0.5592601773
576	0.5577034472
577	0.5561698692
578	0.554609333
579	0.5531135618
580	0.5515955976
581	0.5501656774
582	0.5486710896
583	0.5471606749
584	0.5456300113
585	0.5441626769
586	0.5426848822
587	0.5412199868
588	0.5397627874
589	0.5383402322
590	0.5369013791
591	0.5354991031
592	0.5340700276
593	0.5326931607
594	0.5312855561
595	0.5298649996
596	0.5284522065
597	0.5269925963
598	0.525662039
599	0.5242733057
600	0.5229788567
601	0.5216268157
602	0.5203562209
603	0.5189754472
604	0.5175966965
605	0.5162231354
606	0.5149121696
607	0.5136136594
608	0.5122695148
609	0.5109124658
610	0.5095312354
611	0.5082086649
612	0.5068840716
613	0.5055303569
614	0.5042312143
615	0.5029224747
616	0.5016627959
617	0.5003346851
618	0.4990039092
619	0.4976984667
620	0.4963975307
621	0.4951249541
622	0.4938786788
623	0.4925655208
624	0.4912626494
625	0.4899662442
626	0.4887212061
627	0.487496194
628	0.4862558641
629	0.4850334807
630	0.4838019583
631	0.4825222333
632	0.4813171369
633	0.4801018858
634	0.4788529932
635	0.4776377241
636	0.476474727
637	0.4752918739
638	0.4740891853
639	0.4729280498
640	0.4717952279
641	0.470583229
642	0.4693810821
643	0.4682257746
644	0.4670607186
645	0.4658785479
646	0.4647017553
647	0.4635855562
648	0.4624689601
649	0.4613520067
650	0.460167715
651	0.4590539584
652	0.4579482999
653	0.4568249977
654	0.4557197684
655	0.454595694
656	0.4534562436
657	0.4523038217
658	0.4512266967
659	0.4501476224
660	0.4490202015
661	0.4478705017
662	0.4467785326
663	0.4457190481
664	0.4446439785
665	0.4435304372
666	0.4425092308
667	0.441431533
668	0.4404003951
669	0.4393142436
670	0.4382620287
671	0.437239118
672	0.4362584245
673	0.4351993132
674	0.4341578067
675	0.4331199235
676	0.4320572577
677	0.4310409932
678	0.4300099074
679	0.4289701417
680	0.4279390194
681	0.4269135974
682	0.4258728955
683	0.424858178
684	0.4239124455
685	0.4229243464
686	0.4219338112
687	0.4209560853
688	0.4199661685
689	0.4190117387
690	0.4180377108
691	0.4171082754
692	0.4161568031
693	0.4151693299
694	0.4141933822
695	0.4132365199
696	0.4123002271
697	0.4113376582
698	0.4103844623
699	0.4094899496
700	0.4085728654
701	0.4076201003
702	0.406657026
703	0.4056976614
704	0.4047492135
705	0.4038019242
706	0.4028702731
707	0.4019672023
708	0.4010450033
709	0.400130447
710	0.3992464578
711	0.3983708146
712	0.3974754908
713	0.3965530133
714	0.3956397211
715	0.3947166294
716	0.3938449517
717	0.3929074913
718	0.3920815782
719	0.3911897685
720	0.3903427383
721	0.3895075931
722	0.3886013847
723	0.3877155527
724	0.3868449019
725	0.3860174984
726	0.3851950763
727	0.3843667434
728	0.3834687862
729	0.3826266523
730	0.3817655001
731	0.3809367991
732	0.3801077547
733	0.3792513431
734	0.3784551575
735	0.3776423863
736	0.376827614
737	0.375993342
738	0.3751445352
739	0.3743645662
740	0.3735270531
741	0.3727343727
742	0.371903252
743	0.3710908962
744	0.3702725662
745	0.3695054979
746	0.3687076096
747	0.3678838995
748	0.3670682838
749	0.3662977281
750	0.3655130016
751	0.3647211378
752	0.3639503888
753	0.3631858821
754	0.3624174736
755	0.3616304082
756	0.360855735
757	0.3600636455
758	0.3593155024
759	0.3585884393
760	0.357814158
761	0.3570713209
762	0.3563244415
763	0.3555694624
764	0.354818339
765	0.3540576807
766	0.3533090781
767	0.3525729946
768	0.3518373255
769	0.3511159641
770	0.3504163616
771	0.3497235378
772	0.3490199261
773	0.3482953361
774	0.3475643087
775	0.3468767451
776	0.3461664853
777	0.3454932579
778	0.3447451472
779	0.3440594143
780	0.3433386249
781	0.3426231702
782	0.3419281126
783	0.3412567607
784	0.3405467022
785	0.339858784
786	0.339198614
787	0.3385553353
788	0.337853512
789	0.3371839172
790	0.3364874526
791	0.3358195497
792	0.3351468759
793	0.3344503679
794	0.3337622731
795	0.3330743035
796	0.3323857703
797	0.3317084362
798	0.3310511933
799	0.3303764982
800	0.3297063118
801	0.3290278896
802	0.3283782454
803	0.3277275098
804	0.3270944774
805	0.3264459776
806	0.3258035425
807	0.3251685372
808	0.3245527455
809	0.323906095
810	0.3232779029
811	0.3226501501
812	0.3220257233
813	0.3213927459
814	0.320742214
815	0.3201102339
816	0.3195058905
817	0.3188663912
818	0.3182473868
819	0.3176110361
820	0.3169741318
821	0.3164018454
822	0.3157957765
823	0.3151857524
824	0.3145728639
825	0.3139558692
826	0.3133681629
827	0.3127850944
828	0.3121567125
829	0.3115582121
830	0.3109721233
831	0.3103669354
832	0.3097404784
833	0.3091627354
834	0.3085628438
835	0.3079535545
836	0.3073788829
837	0.3067975418
838	0.3062024896
839	0.3055978187
840	0.3050100313
841	0.3044339804
842	0.303840046
843	0.3032616537
844	0.3026670372
845	0.3021178395
846	0.3015443902
847	0.3009784292
848	0.3004058558
849	0.2998332047
850	0.2992482789
851	0.2986670453
852	0.2980979267
853	0.2975376086
854	0.2969819274
855	0.2964307836
856	0.2958555911
857	0.2953069682
858	0.294764917
859	0.2942030692
860	0.2936727439
861	0.2931214458
862	0.2925673203
863	0.2920268801
864	0.2914775821
865	0.2909349352
866	0.2903916669
867	0.2898834396
868	0.2893652204
869	0.288865224
870	0.2883499658
871	0.2878328769
872	0.2872960516
873	0.2867640743
874	0.2862298736
875	0.2857116732
876	0.2851754234
877	0.2846480483
878	0.2841328223
879	0.2836338186
880	0.2831173357
881	0.2826068614
882	0.2820756498
883	0.2815786241
884	0.2810561786
885	0.2805620555
886	0.280079775
887	0.2795829479
888	0.2790814978
889	0.2786170381
890	0.2781295432
891	0.2776100544
892	0.2771135514
893	0.2766229637
894	0.2761469237
895	0.2756879203
896	0.2752159092
897	0.2747359901
898	0.2742588692
899	0.2737941999
900	0.2733107671
901	0.272808666
902	0.2723493387
903	0.2718754313
904	0.2713959794
905	0.2708950692
906	0.2704311314
907	0.2699542175
908	0.2694953973
909	0.2690244017
910	0.2685669708
911	0.2681025796
912	0.267669789
913	0.267207113
914	0.2667506533
915	0.266310481
916	0.2658418052
917	0.2653730826
918	0.2649050428
919	0.2644383254
920	0.2639926944
921	0.2635299847
922	0.26310185
923	0.2626433947
924	0.2621941857
925	0.2617346113
926	0.2612695844
927	0.2608231508
928	0.2603683292
929	0.2599463164
930	0.2595271428
931	0.2590731499
932	0.2586242373
933	0.2581873532
934	0.2577431685
935	0.2573358627
936	0.2568950565
937	0.2564720451
938	0.2560626193
939	0.2556280239
940	0.255185337
941	0.2547415256
942	0.2542992385
943	0.2538600485
944	0.2534466235
945	0.2530413306
946	0.2525869152
947	0.2521786839
948	0.2517796069
949	0.2513573231
950	0.250941294
951	0.2505163671
952	0.2501037159
953	0.2497047509
954	0.2492890133
955	0.2488539685
956	0.2484521269
957	0.2480687784
958	0.247666077
959	0.2472709649
960	0.2468839146
961	0.2464671046
962	0.246073718
963	0.2456820351
964	0.2452802916
965	0.2448795086
966	0.2444656219
967	0.2440657419
968	0.2436744794
969	0.2432797326
970	0.2428890638
971	0.2424889577
972	0.2421033176
973	0.2417158444
974	0.2413223147
975	0.2409238442
976	0.2405190834
977	0.2401366494
978	0.2397617272
979	0.2393577114
980	0.2389628334
981	0.2385794813
982	0.2382006731
983	0.2378198192
984	0.2374448119
985	0.237076979
986	0.2366956533
987	0.2363227375
988	0.2359364896
989	0.2355732414
990	0.2351970942
991	0.2348339306
992	0.2344576597
993	0.2340721516
994	0.2337052662
995	0.2333479256
996	0.2329839245
997	0.2326177594
998	0.2322540216
999	0.2318962604
